JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise|RefInterne
BQ|BQ|95|20221130|70600000|PRESTATIONS DE SERVICES|||BQ00000064|20221130|Vir Inst Payward Ltd|0|1597,17|||20230512|||D34883
BQ|BQ|96|20221206|61350100|SCALEWAY - ADRESSE IP|||BQ00000065|20221206|CB Online|47,92|0|||20230512|||D34617
BQ|BQ|96|20221206|51200000|BOURSORAMA|||BQ00000065|20221206|CB Online|0|47,92|||20230512|||D34617
BQ|BQ|97|20221209|61350200|ENVATO CREDIT|||BQ00000066|20221209|CB Paypal|66,37|0|||20230512|||D34625
BQ|BQ|97|20221209|51200000|BOURSORAMA|||BQ00000066|20221209|CB Paypal|0|66,37|||20230512|||D34625
AC|Achats|98|20221221|62610000|TELEPHONE PORTABLE|||-025795784|20221221|RED|17|0|||20230512|||D34912
AC|Achats|98|20221221|45510100|C/C BENJAMIN BINET|||-025795784|20221221|RED|0|17|||20230512|||D34912
BQ|BQ|99|20221227|63511000|COTISATIONS FONCIERE DES ENTREPRISES|||BQ00000059|20221227|PRLV SEPA DIRECTION GENERALE DES FI|147|0|AAA||20230512|||E167988
BQ|BQ|99|20221227|51200000|BOURSORAMA|||BQ00000059|20221227|PRLV SEPA DIRECTION GENERALE DES FI|0|147|||20230512|||E167988
AC|Achats|100|20221229|45510100|C/C BENJAMIN BINET|||0000|20221229|C/C BENJAMIN BINET|0|29,5|||20250217|||E1088622
AC|Achats|100|20221229|62610000|TELEPHONE PORTABLE|||0000|20221229|C/C BENJAMIN BINET|29,5|0|||20250217|||E1088622
AC|Achats|101|20221229|45510100|C/C BENJAMIN BINET|||0000|20221229|C/C BENJAMIN BINET ANNUL RED|29,5|0|||20250218|||E1090719
AC|Achats|101|20221229|62610000|TELEPHONE PORTABLE|||0000|20221229|C/C BENJAMIN BINET ANNUL RED|0|29,5|||20250218|||E1090719
AC|Achats|102|20221229|45510100|C/C BENJAMIN BINET|||0000|20221229|C/C BENJAMIN BINET ANNUL RED|29,5|0|||20250218|||E1090720
AC|Achats|102|20221229|62610000|TELEPHONE PORTABLE|||0000|20221229|C/C BENJAMIN BINET ANNUL RED|0|29,5|||20250218|||E1090720
98|JOURNAL A EXTOURNER|103|20221231|62260100|HONORAIRES 4K EXPERTISES|||0000|20221231|2022|2544|0|||20230512|||E167989
98|JOURNAL A EXTOURNER|103|20221231|40810000|FOURNIS.FACT.NON PARVENUES|||0000|20221231|2022|0|2544|||20230512|||E167989
CH|Chevauchement|104|20221231|71330000|VARIAT.EN-COURS PROD BIENS|||0000|20221231|TEDSPIRIT|0|1200|||20230512|||E169290
CH|Chevauchement|104|20221231|33500000|TRAVAUX EN COURS|||0000|20221231|TEDSPIRIT|1200|0|||20230512|||E169290
CH|Chevauchement|105|20221231|44870000|ETAT PRODUITS A RECEVOIR|||0000|20221231|CFE payée 2 fois|147|0|||20230512|||E171207
CH|Chevauchement|105|20221231|63511000|COTISATIONS FONCIERE DES ENTREPRISES|||0000|20221231|CFE payée 2 fois|0|147|AAA||20230512|||E171207
CH|Chevauchement|106|20221231|42860000|PERS AUTRES CHARGES A PAYER|||ETBenjamin|20221231|Cotisations fiscales a payer|0|808|||20230512|||E171221
CH|Chevauchement|106|20221231|64115100|COTISATIONS TNS|||ETBenjamin|20221231|CSG deductible|808|0|||20230512|||E171221
CH|Chevauchement|107|20221231|48610000|CHARGES CONSTATEES D'AVANCE TNS|||ETBenjamin|20221231|Charges constatees d'avance|2620|0|||20230512|||E171222
CH|Chevauchement|107|20221231|64115100|COTISATIONS TNS|||ETBenjamin|20221231|SSI|0|2620|||20230512|||E171222
OD|Opérations diverses|108|20221231|64115200|HAMONIE PREVOYANCE MADELIN|||0000|20221231|HARMONIE PREVOYANCE MADELIN|536,28|0|||20230512|||D35146
OD|Opérations diverses|108|20221231|45510100|C/C BENJAMIN BINET|||0000|20221231|HARMONIE PREVOYANCE MADELIN|0|536,28|||20230512|||D35146
OD|Opérations diverses|109|20221231|62510000|VOYAGES ET DEPLACEMENT|||0000|20221231|IK|1691|0|||20230512|||D35150
OD|Opérations diverses|109|20221231|45510100|C/C BENJAMIN BINET|||0000|20221231|IK|0|1691|||20230512|||D35150
OD|Opérations diverses|110|20221231|64115000|REMUNERATION GERANT|||0000|20221231|Rémunération Benjamin BINET 2022|0|19410|AAA||20230512|||E171206
OD|Opérations diverses|110|20221231|45510100|C/C BENJAMIN BINET|||0000|20221231|Rémunération Benjamin BINET 2022|4410|0|||20230512|||E171206
OD|Opérations diverses|110|20221231|64115000|REMUNERATION GERANT|||0000|20221231|Rémunération Benjamin BINET 2022|15000|0|||20230512|||E171206
OD|Opérations diverses|111|20221231|28183000|AMORT.MAT.BUREAU &INFORMATIQUE|||0000|20221231|DOT. AMORT. 12/2022|0|260|||20230512|||E171208
OD|Opérations diverses|111|20221231|68112000|DOT.AMORT.IMMO.CORPO|||0000|20221231|DOT. AMORT. 12/2022|260|0|||20230512|||E171208
OD|Opérations diverses|112|20221231|68112000|DOT.AMORT.IMMO.CORPO|||0000|20221231|DOT. AMORT. 12/2022|131,8|0|||20230512|||E171209
OD|Opérations diverses|112|20221231|28184000|AMORT. MOBILIER|||0000|20221231|DOT. AMORT. 12/2022|0|131,8|||20230512|||E171209
OD|Opérations diverses|113|20221231|64115100|COTISATIONS TNS|||ETBenjamin|20221231|CSG deductible|7915|0|||20230512|||E171217
OD|Opérations diverses|113|20221231|64115100|COTISATIONS TNS|||ETBenjamin|20221231|SSI|0|7915|||20230512|||E171217
OD|Opérations diverses|114|20221231|64115100|COTISATIONS TNS|||ETBenjamin|20221231|SSI|0|3374|||20230512|||E171218
OD|Opérations diverses|114|20221231|64115100|COTISATIONS TNS|||ETBenjamin|20221231|CSG/CRDS non deductible|3374|0|||20230512|||E171218
OD|Opérations diverses|115|20221231|63330000|PART.FORM.CONTINUE(ORGANISMES)|||ETBenjamin|20221231|Participation formation profes|103|0|||20230512|||E171219
OD|Opérations diverses|115|20221231|64115100|COTISATIONS TNS|||ETBenjamin|20221231|SSI|0|103|||20230512|||E171219
OD|Opérations diverses|116|20221231|64115100|COTISATIONS TNS|||ETBenjamin|20221231|CSG/CRDS non deductible|0|3374|||20230512|||E171220
OD|Opérations diverses|116|20221231|45510100|C/C BENJAMIN BINET|||ETBenjamin|20221231|CSG/CRDS non deductible|3374|0|||20230512|||E171220
OD|Opérations diverses|117|20221231|44400000|ETAT IMPOTS S/BENEFICES|||0000|20221231|IMPOTS S/LES BENEFICES|0|8|||20230512|||E171224
OD|Opérations diverses|117|20221231|69510000|IMPOTS SUR BENEFICES DUS EN FRANCE|||0000|20221231|IMPOTS S/LES BENEFICES|8|0|||20230512|||E171224
